,Player,Pos,gameweek,pWAS,ww_pWAS,WAR
80,Michael Keane,D,11,-0.0012333333333333085,-0.04601666666666667,0.04478333333333336
79,Aaron Wan-Bissaka,D,11,-0.0014666666666666717,-0.04601666666666667,0.04455
54,Stuart Armstrong,M,11,-0.01746666666666667,-0.0602,0.04273333333333333
59,Alex Iwobi,M,11,-0.018716666666666677,-0.0602,0.041483333333333317
81,Ruben Dias,D,11,-0.004766666666666679,-0.04601666666666667,0.041249999999999995
56,Jarrod Bowen,M,11,-0.01933333333333333,-0.0602,0.04086666666666666
82,Benjamin Mendy,D,11,-0.00526666666666666,-0.04601666666666667,0.04075000000000001
38,Sadio Mane,F,11,0.006249999999999996,-0.031299999999999994,0.03754999999999999
60,John Lundstram,M,11,-0.024066666666666663,-0.0602,0.03613333333333334
41,Danny Welbeck,F,11,0.003333333333333318,-0.031299999999999994,0.034633333333333315
85,Matthew Lowton,D,11,-0.01225000000000002,-0.04601666666666667,0.03376666666666665
89,Jan Bednarek,D,11,-0.014583333333333318,-0.04601666666666667,0.031433333333333355
88,Ben Chilwell,D,11,-0.015033333333333324,-0.04601666666666667,0.03098333333333335
62,James Rodriguez,M,11,-0.029416666666666664,-0.0602,0.030783333333333333
90,Vladimir Coufal,D,11,-0.017000000000000015,-0.04601666666666667,0.029016666666666656
44,Riyad Mahrez,F,11,-0.005483333333333322,-0.031299999999999994,0.025816666666666672
69,Jeffrey Schlupp,M,11,-0.03853333333333333,-0.0602,0.021666666666666667
66,Bukayo Saka,M,11,-0.03958333333333334,-0.0602,0.020616666666666658
70,Ben Godfrey,M,11,-0.04078333333333334,-0.0602,0.01941666666666666
93,Thiago Silva,D,11,-0.027933333333333327,-0.04601666666666667,0.018083333333333344
96,Ben Mee,D,11,-0.028249999999999997,-0.04601666666666667,0.017766666666666674
48,Adama Traore,F,11,-0.014749999999999985,-0.031299999999999994,0.01655000000000001
71,Mateusz Klich,M,11,-0.044199999999999996,-0.0602,0.016
100,Victor Lindelof,D,11,-0.030733333333333352,-0.04601666666666667,0.015283333333333319
72,Pierre-Emile Hojbjerg,M,11,-0.04638333333333333,-0.0602,0.013816666666666665
95,James Justin,D,11,-0.034450000000000015,-0.04601666666666667,0.011566666666666656
76,Solly March,M,11,-0.050083333333333334,-0.0602,0.010116666666666663
77,Josh Brownhill,M,11,-0.05156666666666667,-0.0602,0.008633333333333326
105,Aaron Cresswell,D,11,-0.0415,-0.04601666666666667,0.004516666666666669
83,Abdoulaye Doucoure,M,11,-0.056833333333333326,-0.0602,0.0033666666666666706
84,Ilkay Gundogan,M,11,-0.05855000000000001,-0.0602,0.0016499999999999848
106,Arthur Masuaku,D,11,-0.04450000000000002,-0.04601666666666667,0.0015166666666666523
57,Pedro Neto,F,11,-0.03061666666666668,-0.031299999999999994,0.0006833333333333136
111,Ben White,D,11,-0.0482,-0.04601666666666667,-0.002183333333333329
87,James McArthur,M,11,-0.064,-0.0602,-0.0038000000000000048
114,Liam Cooper,D,11,-0.05030000000000001,-0.04601666666666667,-0.00428333333333334
63,Alexandre Lacazette,F,11,-0.03646666666666667,-0.031299999999999994,-0.005166666666666674
61,Jamie Vardy,F,11,-0.03743333333333334,-0.031299999999999994,-0.006133333333333345
120,Joachim Andersen,D,11,-0.054233333333333335,-0.04601666666666667,-0.008216666666666664
121,Hector Bellerin,D,11,-0.054783333333333316,-0.04601666666666667,-0.008766666666666645
123,Tosin Adarabioyo,D,11,-0.05903333333333333,-0.04601666666666667,-0.013016666666666656
124,Gabriel Magalhaes,D,11,-0.05914999999999998,-0.04601666666666667,-0.01313333333333331
125,Chris Basham,D,11,-0.059766666666666655,-0.04601666666666667,-0.013749999999999984
122,James Tarkowski,D,11,-0.060416666666666674,-0.04601666666666667,-0.014400000000000003
91,Sander Berge,M,11,-0.07495000000000002,-0.0602,-0.01475000000000002
92,Harrison Reed,M,11,-0.07676666666666666,-0.0602,-0.016566666666666667
67,Chris Wood,F,11,-0.048750000000000016,-0.031299999999999994,-0.01745000000000002
130,Ryan Bertrand,D,11,-0.06351666666666667,-0.04601666666666667,-0.017499999999999995
135,Joel Veltman,D,11,-0.06471666666666666,-0.04601666666666667,-0.018699999999999987
98,Curtis Jones,M,11,-0.07893333333333334,-0.0602,-0.018733333333333345
97,Allan,M,11,-0.07923333333333332,-0.0602,-0.019033333333333326
132,Christian Fuchs,D,11,-0.06509999999999999,-0.04601666666666667,-0.01908333333333332
126,Kieran Tierney,D,11,-0.06708333333333333,-0.04601666666666667,-0.021066666666666657
73,Ivan Cavaleiro,F,11,-0.05595,-0.031299999999999994,-0.024650000000000005
138,Adam Webster,D,11,-0.07156666666666667,-0.04601666666666667,-0.025549999999999996
