,Player,Pos,season_WAR,avg_ww_pWAS,avg_pWAS,games_played
84,Denis Odoi,D,-0.1861,-0.0223888888888889,-0.08442222222222222,3
133,Issa Diop,D,-0.18714999999999998,-0.024088888888888885,-0.08647222222222221,3
293,Rob Holding,D,-0.18798333333333336,-0.03497,-0.05376833333333334,10
81,Davinson Sanchez,D,-0.1883833333333333,-0.023529166666666677,-0.070625,4
18,Andre Gomes,M,-0.19733333333333336,-0.04575666666666667,-0.08522333333333335,5
105,Fabian Schar,D,-0.19908333333333333,-0.030644444444444443,-0.09700555555555555,3
184,Joseph Gomez,D,-0.20520000000000002,-0.025519444444444445,-0.05971944444444444,6
360,Yves Bissouma,M,-0.21569999999999986,-0.037561538461538466,-0.05415384615384615,13
116,Gary Cahill,D,-0.21663333333333326,-0.035516666666666676,-0.07884333333333333,5
45,Bobby De Cordova-Reid,F,-0.23081666666666667,-0.04002407407407407,-0.06567037037037037,9
283,Pierre-Emile Hojbjerg,M,-0.23911666666666656,-0.038948809523809524,-0.05602857142857142,14
198,Kieran Gibbs,D,-0.25343333333333334,-0.033416666666666664,-0.11789444444444445,3
336,Tim Ream,D,-0.2565666666666666,-0.026073333333333337,-0.07738666666666666,5
303,Ruben Loftus-Cheek,M,-0.2581,-0.031630952380952385,-0.06850238095238097,7
77,Dara O'Shea,D,-0.26098333333333323,-0.024568750000000004,-0.05719166666666666,8
144,Jamaal Lascelles,D,-0.26203333333333334,-0.02872142857142857,-0.06615476190476191,7
0,Aaron Connolly,F,-0.26336666666666664,-0.04395277777777778,-0.08784722222222223,6
58,Chris Basham,D,-0.26523333333333327,-0.03049642857142857,-0.04944166666666666,14
282,Pierre-Emerick Aubameyang,F,-0.26689999999999997,-0.04529102564102565,-0.06582179487179488,13
36,Ben Godfrey,M,-0.29516666666666663,-0.0346952380952381,-0.07686190476190477,7
159,Jay Rodriguez,F,-0.3034166666666666,-0.04457333333333334,-0.10525666666666667,5
211,Luka Milivojevic,M,-0.31129999999999997,-0.03901944444444445,-0.09090277777777778,6
132,Isaac Hayden,M,-0.32599999999999996,-0.0334452380952381,-0.08001666666666667,7
253,Nathaniel Clyne,D,-0.3409833333333333,-0.03625416666666667,-0.07887708333333335,8
247,Moussa Sissoko,M,-0.3464833333333333,-0.03830000000000001,-0.06979848484848485,11
64,Conor Coady,D,-0.3477333333333333,-0.028037179487179487,-0.05478589743589744,13
46,Branislav Ivanovic,D,-0.34858333333333325,-0.039711904761904775,-0.08950952380952382,7
106,Fabinho,M,-0.34859999999999997,-0.03993939393939394,-0.07163030303030303,11
300,Romaine Sawyers,M,-0.3537666666666666,-0.03843833333333334,-0.073815,10
145,Jamal Lewis,D,-0.36834999999999996,-0.02947878787878788,-0.0629651515151515,11
244,Mohamed Elneny,M,-0.37088333333333334,-0.03578958333333333,-0.08215,8
143,Jake Livermore,M,-0.40125,-0.033275000000000006,-0.08343125,8
121,Granit Xhaka,M,-0.4164333333333333,-0.040147916666666665,-0.09220208333333332,8
94,Enda Stevens,D,-0.46373333333333333,-0.030353030303030302,-0.07251060606060605,11
207,Lewis Dunk,D,-0.4676666666666666,-0.03045606060606061,-0.0729712121212121,11
192,Karlan Grant,F,-0.49449999999999994,-0.03702222222222222,-0.09196666666666667,9
250,Nampalys Mendy,M,-0.4984333333333333,-0.03927361111111111,-0.08080972222222223,12
173,John Egan,D,-0.5383,-0.033188888888888886,-0.07804722222222223,12
318,Semi Ajayi,D,-0.5861666666666665,-0.029615384615384616,-0.07470512820512822,13
325,Steven Bergwijn,F,-0.5930833333333332,-0.03647500000000001,-0.1353222222222222,6
108,Federico Fernandez,D,-0.61795,-0.025081818181818184,-0.0812590909090909,11
57,Cheikhou Kouyate,M,-0.6805333333333333,-0.038948809523809524,-0.08755833333333332,14
